"SbjNum","Nquest","Data_ENTREVISTA","MUN","UF","REG","T_ZONA","T_RESID","D02","T_D01A_1","T_D01A_2","T_D01A_3","D01A_IDADE","D01A_FX_ID","D03","D06","D06a","D08","D07a","Q01","Q02a","Q02b","Q02c","Q02d","Q02e","Q02f","Q02g","Q03","Q04a","Q04b","Q04c","Q04d","Q05a","Q05b","Q05c","Q06","Q07a","Q07b","Q07c","Q07d","Q07e","Q07f","Q07g","Q07h","Q07i","Q07j","Q07l","Q07m","Q07n","Q07o","Q08","Q08b","Q09","Q10P1a","Q10P1b","Q10P2a","Q10P2b","Q10G1","Q10G2","Q10CD","Q10AL","Q10AL_DF","Q10S","Q11a","Q11b","Q11c","Q12","Q13","Q14A","Q14A2","Q14B","Q14B_agregada","Q14B2","Q14B2_agregada","Q14G1","Q14G1_agregada","Q14G2","Q14G2_agregada","Q14S1","Q14S1_agregada","Q14S2","Q14S2_agregada","Q14CD","Q14CD_agregada","Q14AL","Q14AL_agregada","Q14AL_DF","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q16_9","Q16_10","Q16_11","Q16_12","Q16_13","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q17_8","Q17_9","Q17_10","Q17_11","Q17_12","Q17_13","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q18_10","Q18_11","Q18_12","Q18_13","Q19","Q22","Q23a","Q23b","Q23c","Q23d","Q24","Q25a","Q25b","Q26a","Q26b","Q27a","Q27b","Q27c","Q27d","Q28_codigos_desagregados","Q28_codigos_agregados1","Q29","Q30a","Q30b","Q30c","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q31_10","Q31_11","Q31_12","Q31_13","Q31_14","Q32","D04","D05","D09_RENDAF","D09a_FX_RENDAF","D09a_RENDAF","D11","D10","D10a","D12_COR","D12a","D20","ID_entrevistador","sexo_entrevistador","peso"
"177092862",32.0,"11/21/2022",5103403,51,3,1,1,1,28.0,1.0,1997.0,25.0,3,7,2,1,2,3,1,7,7,7,7,5,7,2,2,1,5,5,4,5,1,5,3,3,4,3,3,4,3,4,1,1,3,1,1,1,3,2,3,1,1,4,1,1,51001,,97,236,,50,2,,,3,5,1,1,9,1,2,1,97,3,,,97,3,97,3,97,3,97,3,,5,3,5,96,96,0,5,5,5,7,96,5,96,5,3,10,3,96,0,3,3,3,96,0,96,96,0,96,0,3,0,0,10,10,10,10,96,0,0,10,10,4,2,2,,,3,5,5,4,3,5,4,5,1,13,13,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2,5000,4,,2,5,2,2,3,6.0,107.0,2,1.19242323881998
"177093652",33.0,"11/21/2022",3106200,31,1,1,1,1,2.0,6.0,2003.0,19.0,2,7,11,,,,3,1,0,7,0,0,2,,3,3,2,3,1,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,60,1,60,60,,60,60,,60,3,3,,3,3,3,3,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,2,2,3,4,3,2,2,2,2,4,5,5,5,4,5,4,4,3,4,4,4,5,5,4,4,2,2,,,3,5,5,3,3,5,4,1,2,97,97,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1,3,2,1200,1,,5,3,,4,5,2.0,108.0,1,0.260513486345994
"177094570",34.0,"11/21/2022",5103403,51,3,1,1,2,25.0,8.0,1986.0,36.0,4,9,2,1,2,3,3,0,0,0,3,7,0,,3,5,1,3,1,5,5,1,6,3,1,3,1,4,2,2,3,97,4,4,3,2,3,3,3,5,1,6,1,1,51002,,60,60,,98,4,,,3,1,5,5,,,,,,,,,,,,,,,,,,5,7,96,6,6,8,8,8,8,7,7,96,6,6,4,0,0,0,7,5,0,0,96,0,0,0,5,7,7,6,6,6,6,5,6,6,6,6,6,6,6,4,2,2,,,2,5,5,3,4,4,5,4,1,4,4,1,1,1,2,1,1,1,1,3,2,3,3,1,2,2,3,3,1,2,3,2,1700,2,,2,3,,7,1,7.0,107.0,2,0.332086722468707
"177096307",35.0,"11/21/2022",5002704,50,3,1,1,2,16.0,2.0,1990.0,32.0,3,9,4,1,2,3,4,0,0,0,0,0,0,,3,2,5,5,97,5,1,5,9,4,4,4,1,4,4,4,2,4,1,2,4,1,4,2,2,1,4,,4,,,,,,,,,,2,4,5,1,1,9,1,2,1,97,3,50001,1,50009,1,50008,1,97,3,97,3,,3,3,5,1,96,0,2,96,7,3,96,96,96,10,2,8,4,96,0,3,96,6,4,7,96,96,0,10,10,4,96,0,5,4,9,2,96,96,96,10,10,5,2,2,,,2,5,4,3,4,5,4,5,1,4,4,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,3,2,6000,4,,5,3,,8,2,3.0,103.0,1,0.991909542382608
"177097226",36.0,"11/21/2022",5103403,51,3,1,1,2,12.0,12.0,1964.0,57.0,6,2,4,1,5,3,1,0,7,0,0,1,0,,3,1,5,5,1,1,4,97,10,3,1,2,3,3,2,3,3,2,3,1,2,2,2,1,2,2,1,4,1,1,97,,97,97,,97,2,,,4,5,1,1,9,1,2,1,97,3,,,51009,1,97,3,97,3,97,3,,5,6,9,96,7,0,9,10,5,9,4,96,7,8,0,10,0,0,0,0,96,96,96,0,6,96,0,95,95,95,95,0,95,95,95,10,95,95,95,95,10,5,2,2,,,2,3,5,3,3,4,5,5,1,80,80,1,97,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,4500,4,,1,5,1,2,3,2.0,107.0,2,2.19551687618631
"177098097",37.0,"11/21/2022",3502705,35,1,1,1,1,11.0,12.0,1984.0,37.0,4,5,3,1,2,98,3,0,3,0,7,0,7,2,2,4,4,4,1,1,1,1,9,3,3,1,2,3,2,3,1,3,1,1,3,3,3,1,3,3,1,6,4,,35010,,97,97,,97,,,,3,5,4,4,,,,,,,,,,,,,,,,,,1,0,0,97,96,10,96,96,10,96,96,96,96,96,10,5,5,96,8,5,96,96,96,3,8,96,96,8,7,2,95,7,10,95,6,2,2,0,3,96,7,4,2,2,,,1,5,5,4,3,4,2,3,2,97,97,2,2,2,2,1,2,1,3,2,1,2,2,1,1,2,1,1,1,1,2,2,1212,1,,5,3,,8,2,3.0,106.0,1,0.875224080707065
"177098098",38.0,"11/21/2022",3502705,35,1,1,1,2,3.0,3.0,1962.0,60.0,6,2,15,,,,3,0,7,0,0,0,0,,3,4,98,4,2,4,4,4,3,3,3,3,1,3,3,3,1,3,3,4,3,3,3,2,3,5,1,4,1,1,35010,35002,97,97,,35003,3,,,3,2,1,1,9,1,2,1,97,3,35002,1,97,3,97,3,97,3,97,3,,5,96,5,96,0,0,1,96,96,96,96,96,96,96,1,4,0,0,0,2,0,96,96,2,5,96,0,95,95,95,95,95,95,10,95,95,95,95,95,95,96,4,2,2,,,3,5,5,3,4,4,4,3,1,97,97,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,1,2,3000,3,,4,3,,2,3,2.0,106.0,1,2.08173199016399
"177098099",39.0,"11/21/2022",3502705,35,1,1,1,1,3.0,3.0,1997.0,25.0,3,9,4,2,5,3,3,0,0,0,0,7,7,1,3,1,1,4,3,2,4,4,10,2,2,2,2,3,4,3,3,3,1,3,2,2,2,2,3,3,1,4,1,1,35010,35002,97,97,,35003,1,,,2,1,4,4,,,,,,,,,,,,,,,,,,5,96,7,96,96,5,4,4,96,96,96,5,96,6,5,8,96,5,6,7,6,96,4,96,7,96,5,96,96,96,96,2,96,96,96,96,96,96,96,96,7,1,2,1,24,2,3,5,5,3,3,4,3,3,2,7,7,1,2,2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,3,2,15000,6,,6,3,,2,3,3.0,106.0,1,1.70547972330936
"177098100",40.0,"11/21/2022",3502705,35,1,1,1,2,24.0,7.0,1981.0,41.0,4,7,15,,,,2,7,4,0,3,7,7,2,2,1,1,5,5,5,5,1,8,1,1,3,1,2,1,3,1,1,3,1,1,1,3,2,2,1,4,,4,,,,,,,,,,3,4,5,1,1,9,1,2,1,50,4,50,4,97,3,97,3,97,3,97,3,,5,96,10,96,96,0,96,8,4,4,96,9,96,96,7,10,5,0,0,0,4,5,0,5,10,96,0,96,8,96,96,0,10,95,95,2,96,10,9,8,10,5,2,1,97,,1,5,5,3,2,4,5,4,1,40,40,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2280,2,,3,3,,2,3,5.0,106.0,1,0.756736003483455
"177099712",41.0,"11/21/2022",4204202,42,5,1,1,2,3.0,5.0,1951.0,71.0,7,3,13,,,,4,0,0,0,0,3,3,,2,2,5,97,5,97,97,97,97,97,97,97,3,97,4,97,4,1,97,1,2,3,97,2,2,2,1,4,2,,97,,97,97,,97,,,,97,5,1,1,9,1,97,3,97,3,97,3,97,3,97,3,70,5,97,3,,5,97,96,96,96,96,96,96,96,96,96,96,96,96,96,10,96,96,96,96,96,97,96,96,96,96,96,10,95,95,95,95,95,95,95,95,95,95,95,95,10,97,2,2,,,1,97,97,97,97,97,97,97,1,97,97,97,97,1,97,2,2,2,97,2,97,2,2,97,1,97,1,97,97,2,3,2,1202,1,,2,5,7,2,3,1.0,109.0,1,1.04385206860681
"177100763",42.0,"11/21/2022",3106200,31,1,1,1,2,19.0,9.0,1968.0,54.0,5,7,4,1,5,3,1,0,1,7,0,7,7,2,2,1,1,5,5,5,1,1,5,3,2,3,2,3,4,3,2,4,3,2,3,3,3,2,2,1,1,4,1,1,31010,,293,292,,31003,4,,,3,5,1,1,9,1,2,1,31008,1,31001,1,31012,1,31007,1,97,3,199,1,,3,96,7,7,96,0,96,96,96,0,5,96,4,0,2,8,5,5,0,0,96,96,0,0,9,5,0,2,10,10,95,0,1,95,2,0,7,5,8,5,10,5,2,2,,,2,5,5,4,4,98,4,3,1,4,4,2,1,1,2,1,98,98,2,2,1,2,3,2,1,1,1,1,1,2,1,2,4000,4,,4,3,,2,3,5.0,108.0,1,1.17914975292175
"177100764",43.0,"11/21/2022",3106200,31,1,1,1,2,18.0,9.0,1973.0,49.0,5,7,3,1,4,3,3,0,0,0,0,7,7,2,4,3,5,1,2,3,1,1,5,4,1,4,1,4,4,3,4,2,2,1,3,2,4,1,1,1,1,4,1,1,31010,,293,97,,31003,1,,,2,5,1,1,9,1,2,1,97,3,31001,1,31007,1,97,3,97,3,97,3,,4,1,10,96,96,0,97,97,6,1,96,2,96,96,0,10,96,96,0,3,96,96,96,0,96,96,1,8,10,95,95,0,95,95,97,3,96,97,97,7,10,4,2,2,,,3,5,5,3,4,2,2,3,1,40,40,1,1,1,2,1,2,3,2,2,3,2,3,2,1,97,3,3,1,1,3,2,1200,1,,1,5,8,8,2,2.0,108.0,1,0.567402799982831
"177101779",44.0,"11/21/2022",4204202,42,5,1,1,2,16.0,3.0,1996.0,26.0,3,5,2,1,2,2,3,0,2,0,0,2,7,1,5,2,4,5,4,5,5,5,8,3,2,2,3,4,3,3,97,1,3,2,3,3,3,2,3,4,1,6,1,2,42001,42001,209,97,,42004,2,,,2,1,1,1,5,1,1,1,42004,1,42002,1,42003,1,42005,1,97,3,97,3,,2,96,96,3,5,10,7,3,3,96,96,7,7,5,5,7,5,96,10,8,96,96,96,8,96,6,96,5,4,5,6,8,8,5,4,7,5,6,5,4,8,4,2,2,,,3,5,5,3,3,4,4,3,2,13,13,2,2,2,2,97,1,1,2,1,2,2,1,2,1,2,1,1,97,2,2,2,10200,5,,5,5,8,2,3,3.0,109.0,1,3.33349313306693
"177105510",45.0,"11/21/2022",5002704,50,3,1,1,1,23.0,5.0,1944.0,78.0,7,4,98,,,,3,0,7,7,0,0,7,2,1,5,1,3,1,1,1,5,10,4,2,1,2,3,1,1,4,1,1,3,1,1,4,3,3,1,1,4,1,1,50004,50002,97,97,,50007,3,,,4,1,1,1,9,1,2,1,50005,1,50001,1,50009,1,97,3,97,3,97,3,,1,1,10,1,1,1,1,1,1,1,1,1,96,10,6,10,3,3,0,3,0,2,2,0,2,2,5,10,0,0,0,0,97,95,97,97,96,96,96,10,10,4,2,2,,,2,4,5,4,3,4,4,3,2,3,1,1,2,2,2,2,3,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,1212,1,,4,5,76,8,2,3.0,102.0,2,0.896402691224409
"177107246",46.0,"11/21/2022",4204202,42,5,1,1,1,18.0,7.0,2000.0,22.0,2,5,4,1,3,3,3,0,3,2,0,0,5,,4,97,97,5,2,5,5,1,6,4,4,3,3,4,3,3,4,3,3,4,3,4,3,5,4,5,1,6,1,2,42001,42001,97,97,,97,2,,,3,1,1,3,97,3,,,70,5,,,97,3,97,3,97,3,97,3,,5,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,95,95,95,95,10,95,95,95,95,95,95,95,95,95,3,2,2,,,2,5,3,3,3,5,1,4,2,97,97,2,2,1,2,1,2,1,2,2,1,2,1,97,2,1,1,1,1,2,3,2,1202,1,,6,97,,2,3,2.0,109.0,1,1.09270616267442
"177107247",47.0,"11/21/2022",4204202,42,5,1,1,1,25.0,4.0,1960.0,62.0,6,3,14,,,,2,0,7,7,7,0,0,,2,1,5,5,3,5,5,5,8,1,4,1,1,2,1,2,3,4,2,2,1,1,1,4,2,5,1,6,1,2,42001,42001,97,97,,42006,1,,,1,1,1,1,5,1,1,1,42003,1,42002,1,42004,1,42006,1,97,3,97,3,,1,10,8,96,96,10,7,96,6,5,4,7,4,5,5,0,2,96,10,5,96,96,96,5,96,96,96,9,95,95,5,9,6,5,8,95,4,95,5,8,4,2,1,,4,1,3,5,2,2,2,1,5,5,2,51,13,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,2,3500,3,,6,3,,5,3,3.0,109.0,1,1.4397675230985
"177108743",48.0,"11/21/2022",5002704,50,3,1,2,1,28.0,7.0,1990.0,32.0,3,9,4,1,5,3,3,97,2,0,7,7,7,2,2,1,2,5,5,3,2,2,7,4,3,3,1,4,3,4,3,4,2,4,4,3,1,2,3,2,1,8,4,,50004,,97,97,,50006,,,,2,1,1,1,97,3,1,1,50006,1,50001,1,97,3,97,3,97,3,97,3,,5,3,2,1,1,0,3,1,3,0,1,0,0,3,4,5,5,2,1,0,0,1,0,8,3,1,6,6,5,5,4,0,4,5,10,0,5,6,6,8,6,2,2,2,,,3,5,5,4,4,2,3,4,2,20,20,2,2,2,2,2,3,3,2,1,1,1,2,1,2,1,1,1,2,2,1,2,13200,6,,4,3,,7,1,4.0,103.0,1,0.851361637692501
"177109048",49.0,"11/21/2022",5002704,50,3,1,1,1,1.0,10.0,1962.0,60.0,6,6,3,1,2,3,4,0,0,0,0,7,0,,5,5,5,5,3,5,5,1,3,4,3,4,2,4,4,4,1,1,3,3,3,3,4,1,1,1,1,4,1,1,50003,50001,97,60,,50007,1,,,3,5,1,1,9,1,2,1,97,3,60,4,50011,1,97,3,97,3,97,3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,5,0,0,0,0,0,0,0,8,0,0,0,10,96,97,0,97,97,0,0,97,97,97,0,10,4,2,2,,,3,97,5,4,4,3,3,3,2,8,7,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,999997,97,2,1,5,1,2,3,2.0,102.0,2,0.649105418795793
"177110727",50.0,"11/21/2022",3304557,33,1,1,1,2,8.0,2.0,1960.0,62.0,6,7,13,,,,1,0,1,0,7,7,7,2,97,5,1,5,5,5,1,1,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,33001,,97,97,,33006,1,,,4,5,1,1,9,1,2,1,33010,1,33001,1,33006,1,33006,1,97,3,97,3,,5,96,10,96,0,0,96,96,96,0,96,96,96,96,96,10,96,96,0,0,0,0,0,0,96,96,0,95,95,95,96,9,96,10,10,10,96,96,96,96,10,4,2,1,97,,2,5,5,4,4,1,3,2,1,97,97,2,1,1,1,1,2,2,3,2,2,2,2,2,1,2,1,1,1,2,3,2,4000,4,,5,3,,2,3,1.0,101.0,1,1.19460927392705
"177110728",51.0,"11/21/2022",3304557,33,1,1,1,1,1.0,2.0,1994.0,28.0,3,7,17,,,,2,0,7,0,4,7,7,2,1,1,2,5,2,5,5,1,5,2,1,2,2,2,3,2,2,2,2,1,2,1,2,2,1,1,1,4,1,1,33001,,220,270,,33012,1,,,2,5,1,1,9,1,2,1,33010,1,33001,1,33006,1,33006,1,244,3,97,3,,5,0,8,96,5,0,0,5,0,0,0,0,0,5,5,10,0,5,0,0,0,5,0,0,0,96,5,0,10,95,2,0,0,3,0,0,3,3,95,95,10,4,2,2,,,2,5,5,3,3,3,3,1,1,12,12,2,1,1,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,3500,3,,1,3,,8,2,4.0,101.0,1,0.884403663575302
"177110729",52.0,"11/21/2022",3304557,33,1,1,1,1,11.0,3.0,1967.0,55.0,6,7,2,1,3,2,3,5,3,0,7,3,2,,3,2,2,2,2,5,1,2,3,2,2,2,2,2,1,2,2,1,2,1,2,2,2,3,2,3,1,4,1,1,60,,97,60,,60,3,,,3,2,4,4,,,,,,,,,,,,,,,,,,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,96,95,95,95,0,95,95,95,95,95,95,95,95,95,4,2,2,,,3,5,1,3,3,1,2,2,1,97,97,97,1,1,1,1,2,2,1,1,2,3,1,97,1,1,1,2,2,2,1,2,999997,97,3,2,5,1,5,2,2.0,101.0,1,0.782609096153591
"177110730",53.0,"11/21/2022",3304557,33,1,1,1,1,30.0,7.0,1960.0,62.0,6,5,13,,,,2,2,3,0,3,0,0,,1,1,5,1,1,1,5,5,5,1,1,1,1,3,1,1,1,3,1,1,1,1,1,2,3,3,1,6,1,2,50,,50,50,,33012,2,,,3,4,1,1,50,4,2,1,33003,1,33002,1,33004,1,33009,1,97,3,97,3,,4,3,0,0,2,7,1,0,5,4,1,3,2,4,4,4,96,96,2,5,1,2,1,3,2,1,1,3,2,1,2,5,3,1,2,3,1,2,3,4,5,4,2,1,4,2,2,5,5,2,4,2,2,3,1,12,12,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,5000,4,,4,3,,7,2,4.0,101.0,1,1.38165859528817
"177110731",54.0,"11/21/2022",3304557,33,1,1,1,2,9.0,7.0,1971.0,51.0,5,7,4,3,2,3,4,7,7,7,7,7,7,1,3,1,4,97,2,4,98,2,0,4,1,3,1,4,1,1,1,1,1,4,3,1,4,5,4,5,1,6,1,2,33001,,431,97,,33012,2,,,2,1,1,1,11,1,1,1,33003,1,33002,1,97,3,97,3,97,3,97,3,,5,10,0,97,98,10,8,0,8,10,97,0,5,0,0,0,0,0,8,0,0,96,96,8,96,96,10,10,95,95,95,0,5,95,0,95,95,0,95,95,0,5,2,2,,,3,5,5,3,4,4,4,4,1,12,12,97,1,97,1,1,1,1,1,2,2,2,3,2,1,2,1,1,1,1,1,2,5000,4,,1,3,,7,1,6.0,101.0,1,0.550893438574892
"177110732",55.0,"11/21/2022",3304557,33,1,1,1,2,13.0,4.0,1954.0,68.0,7,2,13,,,,1,7,7,0,0,0,0,,2,4,1,4,1,4,1,1,10,1,1,1,1,2,2,3,1,1,1,1,1,1,1,2,3,5,4,,4,,,,,,,,,,4,3,5,4,4,,,,,,,,,,,,,,,,,,5,96,96,96,96,10,96,96,96,96,96,96,96,96,3,3,96,96,10,5,96,96,96,5,96,96,96,95,95,95,96,10,96,96,96,96,96,96,96,96,5,4,1,,4,1,1,5,1,2,4,5,2,2,2,11,11,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,3,2,1212,1,,1,3,,8,2,1.0,101.0,1,1.00172226395002
"177110733",56.0,"11/21/2022",3304557,33,1,1,1,1,23.0,2.0,1973.0,49.0,5,7,17,,,,3,2,7,0,2,0,0,,3,5,5,5,1,5,5,5,0,4,4,3,1,4,4,4,1,4,4,3,4,1,3,3,2,2,1,6,1,2,33001,,174,129,,33012,2,,,2,4,1,1,9,1,2,1,33010,1,33001,1,33003,1,33003,1,127,2,106,1,,5,96,96,96,96,10,96,96,96,10,96,96,96,96,96,2,96,96,8,96,96,96,96,4,96,96,96,96,96,96,96,8,96,96,96,8,96,96,96,96,0,1,1,,4,1,2,1,1,3,3,4,4,2,1,5,5,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,5,1,1200,1,,2,3,,5,3,3.0,101.0,1,0.599638398908668
"177110734",57.0,"11/21/2022",3304557,33,1,1,1,1,22.0,1.0,1982.0,40.0,4,8,4,1,5,3,1,0,7,0,1,5,0,,2,1,5,5,1,5,4,1,5,3,2,4,1,4,3,4,3,3,4,3,2,3,1,2,2,2,1,4,1,1,33001,,97,147,,33007,2,,,4,5,1,1,9,1,2,1,33010,1,33001,1,97,3,97,3,97,3,242,3,,5,1,2,96,96,1,96,1,1,0,0,1,1,96,2,4,1,96,1,1,1,96,0,1,4,96,1,5,10,96,5,1,1,5,5,1,3,5,7,5,5,4,2,2,,,3,5,5,3,4,4,3,4,1,4,4,2,1,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,4,2,1500,2,,4,5,1,8,2,2.0,101.0,1,0.441529700117523
"177111558",58.0,"11/21/2022",5002704,50,3,1,1,2,30.0,5.0,1995.0,27.0,3,7,3,98,2,3,3,0,0,0,0,97,7,2,5,3,5,5,1,5,5,5,5,3,3,1,2,3,1,3,1,4,3,3,1,3,3,4,3,97,1,98,1,98,50002,50002,97,97,,50007,2,,,2,1,5,5,,,,,,,,,,,,,,,,,,5,96,5,96,96,7,6,96,5,96,96,96,96,5,5,2,5,96,6,6,96,96,97,3,5,96,5,96,95,95,95,95,95,95,95,95,95,95,95,95,5,4,2,2,,,2,5,5,3,4,2,2,2,1,97,97,97,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,999998,99,4,5,3,,1,4,2.0,102.0,2,0.488483448037774
"177113673",59.0,"11/21/2022",5002704,50,3,1,1,1,4.0,4.0,1971.0,51.0,5,5,4,1,5,3,2,7,2,0,3,3,7,1,2,1,4,4,1,5,2,5,8,3,3,3,1,3,1,1,1,3,3,3,3,3,3,5,4,5,1,6,1,2,50004,50002,203,50,,50006,1,,,1,1,1,1,5,1,1,1,50,4,50,4,50,4,50,4,50,4,50,4,,5,8,0,6,5,10,7,8,4,7,8,3,5,8,7,0,3,4,10,7,5,6,8,8,3,2,8,8,0,3,97,0,0,0,0,0,97,97,97,97,0,4,1,,4,2,3,5,5,3,4,4,4,5,1,41,1,1,2,2,2,1,1,1,3,2,2,2,2,1,1,2,1,2,1,2,3,2,5000,4,,1,3,,8,2,3.0,103.0,1,1.45717833871789
"177114017",60.0,"11/21/2022",4204202,42,5,1,1,1,1.0,2.0,1995.0,27.0,3,7,2,1,2,2,1,0,0,0,7,7,7,2,2,1,4,2,2,5,5,5,0,3,1,4,2,2,4,3,2,2,3,1,2,1,4,1,1,1,1,4,1,1,42005,42002,271,304,,42008,2,,,3,5,1,1,9,1,2,1,42002,1,42001,1,42012,1,42003,1,156,1,97,3,,5,3,9,5,4,0,6,7,6,8,7,0,6,0,0,10,7,8,0,0,0,0,0,0,10,3,0,0,10,3,7,0,7,4,7,7,6,6,6,5,10,4,2,2,,,3,5,5,3,3,2,4,4,1,40,40,2,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,2,3,2,3500,3,,2,5,1,8,2,3.0,109.0,1,0.730350188393815
"177114018",61.0,"11/21/2022",4204202,42,5,1,1,2,10.0,2.0,1981.0,41.0,4,5,11,,,,3,2,2,3,4,6,2,,2,2,4,2,1,5,1,2,5,3,1,4,1,4,4,4,1,1,1,1,1,1,1,5,4,2,1,6,1,1,42005,42002,97,97,,42010,4,,,2,1,1,1,9,1,2,1,42002,1,42001,1,42012,1,42010,1,97,3,97,3,,5,9,8,5,3,6,96,5,4,4,96,9,4,5,3,2,5,4,5,3,3,3,96,6,96,96,4,95,95,95,95,95,95,95,95,95,95,95,95,95,95,5,2,2,,,2,5,5,4,4,2,2,5,1,20,20,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,3,2,1212,1,,3,5,1,5,2,1.0,109.0,1,0.86300423468587
"177114019",62.0,"11/21/2022",4204202,42,5,1,1,2,23.0,1.0,1982.0,40.0,4,7,4,1,5,3,3,0,0,0,0,0,0,,2,5,5,5,2,4,4,5,7,4,2,4,4,4,4,4,4,2,2,2,2,2,3,3,1,1,1,4,1,1,42004,42001,119,97,,42010,2,,,2,5,1,1,9,1,2,1,97,3,42001,1,97,3,97,3,97,3,97,3,,5,7,10,96,96,0,96,4,96,96,96,5,96,96,96,10,96,96,0,96,96,96,96,0,0,96,0,95,95,95,95,9,95,95,95,95,95,7,95,6,10,5,2,2,,,3,5,5,2,3,2,4,3,1,40,40,1,2,1,1,1,2,2,2,2,2,2,3,2,1,2,3,3,2,2,1,2,3600,3,,2,5,19,14,2,3.0,109.0,1,0.815606099851938
"177115797",63.0,"11/21/2022",5300108,53,3,1,1,1,24.0,5.0,1977.0,45.0,5,4,6,1,4,3,3,0,7,7,0,7,7,1,5,4,5,1,1,5,5,5,10,1,4,1,1,3,1,3,3,2,1,3,1,1,1,5,4,5,1,6,1,2,53005,,97,,107,53005,2,,,2,1,1,1,9,1,2,1,97,3,97,3,97,3,97,3,97,3,,,97,5,10,0,0,10,10,10,10,10,9,8,7,9,10,10,0,10,10,10,10,8,7,8,10,10,10,10,0,10,0,0,0,0,0,0,8,8,8,0,0,0,5,2,2,,,3,1,1,4,4,4,4,2,1,97,97,2,2,2,97,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2000,2,,6,97,,2,3,2.0,104.0,2,1.11649620512679
"177115983",64.0,"11/21/2022",4204202,42,5,1,1,2,18.0,4.0,1995.0,27.0,3,3,15,,,,3,0,7,0,0,0,3,,1,2,4,5,1,4,2,1,10,3,3,3,1,3,1,3,3,1,3,1,1,1,3,2,3,5,1,4,1,1,42005,42002,463,97,,42002,2,,,2,1,1,1,98,777,98,777,97,3,97,3,98,777,98,777,98,777,98,777,,5,96,96,96,96,2,96,5,8,96,96,96,96,96,96,10,96,96,0,96,96,10,96,96,96,96,96,0,95,95,95,1,95,95,95,95,95,95,95,95,10,4,2,2,,,2,5,5,3,4,2,5,2,1,97,97,1,2,2,2,2,2,1,3,1,1,2,1,2,1,2,1,1,1,2,1,2,2800,3,,2,5,19,7,1,1.0,109.0,1,0.895886078971847
"177116655",65.0,"11/21/2022",3107406,31,1,1,1,2,30.0,6.0,1983.0,39.0,4,4,4,1,5,2,4,0,0,0,7,7,7,2,3,2,1,5,1,5,5,5,6,3,3,3,1,3,2,1,4,4,3,3,3,2,2,5,3,3,7,,7,,,,,,,,,,2,3,1,7,7,,,,,,,,,,,,,,,,,,5,96,96,96,96,10,96,96,96,96,96,96,96,96,10,0,96,96,6,6,96,5,96,6,96,96,10,96,97,97,97,97,97,97,97,97,97,97,97,97,96,2,2,2,,,2,5,5,2,1,5,3,3,2,9,1,2,2,2,2,1,1,1,1,2,1,1,2,97,2,97,1,1,1,1,3,2,750,1,,6,96,,7,1,4.0,110.0,2,0.616086888989646
